distrito,suma
"ALTO SELVA ALEGRE",34782.6
AREQUIPA,30967.73
"CERRO COLORADO",25819.83
ILO,50000
MIRAFLORES,31000
PAUCARPATA,40644.45
SACHACA,70000
SOCABAYA,30000
