distrito,suma
"ALTO SELVA ALEGRE",35480
AREQUIPA,16625
CAYMA,9000
"CERRO COLORADO",11800
"JOSE LUIS BUSTAMANTE Y RIVERO",51500
"MARIANO MELGAR",3389.2
PAUCARPATA,31300
SACHACA,10200
YURA,13245
