distrito,suma
"ALTO SELVA ALEGRE",112074.65
AREQUIPA,50997.04
"CERRO COLORADO",40000
"JACOBO HUNTER",92650
"JOSE LUIS BUSTAMANTE Y RIVERO",2381
PAUCARPATA,1000
SACHACA,13591.05
SOCABAYA,5000
