distrito,suma
"ALTO SELVA ALEGRE",81301.64
AREQUIPA,23070
"CERRO COLORADO",19000
"JACOBO HUNTER",14800
"JOSE LUIS BUSTAMANTE Y RIVERO",32000
"MARIANO MELGAR",6500
PAUCARPATA,8103.4
SACHACA,170000
SOCABAYA,3000
YANAHUARA,35609.06
