distrito,suma
"ALTO SELVA ALEGRE",26731.12
AREQUIPA,143475
"CERRO COLORADO",35700
"JACOBO HUNTER",27000
"JOSE LUIS BUSTAMANTE Y RIVERO",19400
"MARIANO MELGAR",3000
UCHUMAYO,5000
