distrito,suma
"ALTO SELVA ALEGRE",23000
AREQUIPA,51000
"CERRO COLORADO",38329.009999999995
"JOSE LUIS BUSTAMANTE Y RIVERO",45000
"MARIANO MELGAR",54643.96
MIRAFLORES,75462.65
PAUCARPATA,26084.27
SACHACA,8000
YANAHUARA,11300
