distrito,suma
"ALTO SELVA ALEGRE",52261.82
AREQUIPA,6000
"CERRO COLORADO",18753.68
"JOSE LUIS BUSTAMANTE Y RIVERO",2250
PAUCARPATA,57264.61
YANAHUARA,13674.29
