distrito,suma
"ALTO SELVA ALEGRE",114387.11
AREQUIPA,75185.15
"CERRO COLORADO",22500
"JACOBO HUNTER",2000
"JOSE LUIS BUSTAMANTE Y RIVERO",194628.18
"MARIANO MELGAR",12697.18
PAUCARPATA,500
SOCABAYA,2200
YURA,17500
