distrito,suma
"ALTO SELVA ALEGRE",81400
AREQUIPA,2200
CAYMA,12000
"JOSE LUIS BUSTAMANTE Y RIVERO",17800
"MARIANO MELGAR",15833.93
PAUCARPATA,4000
SACHACA,12436.04
SOCABAYA,3000
