distrito,suma
"ALTO SELVA ALEGRE",71000
AREQUIPA,31000
CAYMA,2000
"CERRO COLORADO",7637
"JOSE LUIS BUSTAMANTE Y RIVERO",63000
SACHACA,17000
SOCABAYA,8000
UCHUMAYO,30275.5
