distrito,suma
"ALTO SELVA ALEGRE",19848.32
AREQUIPA,30739.85
CAYMA,1000
"CERRO COLORADO",137000
CHARACATO,40000
"JOSE LUIS BUSTAMANTE Y RIVERO",65000
"MARIANO MELGAR",1000
PAUCARPATA,30019.78
SACHACA,14413
