distrito,suma
"ALTO SELVA ALEGRE",44500
AREQUIPA,913.41
CAYMA,520
"CERRO COLORADO",45000
CHARACATO,30000
"JACOBO HUNTER",34335.14
"JOSE LUIS BUSTAMANTE Y RIVERO",51000
"MARIANO MELGAR",6700
MIRAFLORES,2363.09
PAUCARPATA,14500
SOCABAYA,17300
