distrito,suma
"ALTO SELVA ALEGRE",13500
AREQUIPA,900
"CERRO COLORADO",31920
"JOSE LUIS BUSTAMANTE Y RIVERO",50000
MIRAFLORES,5700
PAUCARPATA,4206.81
SOCABAYA,4000
