distrito,suma
"ALTO SELVA ALEGRE",69892.32
AREQUIPA,155000
"CERRO COLORADO",4000
"JACOBO HUNTER",109500
"JOSE LUIS BUSTAMANTE Y RIVERO",7654.88
MIRAFLORES,3000
