distrito,suma
"ALTO SELVA ALEGRE",18000
AREQUIPA,15550
"CERRO COLORADO",8500
"JOSE LUIS BUSTAMANTE Y RIVERO",58600
MIRAFLORES,24000
SOCABAYA,8000
YANAHUARA,1000
YURA,3094.74
