distrito,suma
"ALTO SELVA ALEGRE",35700
AREQUIPA,153326.2
"CERRO COLORADO",4500
"JOSE LUIS BUSTAMANTE Y RIVERO",10000
"MARIANO MELGAR",18260
MIRAFLORES,24000
YANAHUARA,16300
