distrito,suma
"ALTO SELVA ALEGRE",52000
AREQUIPA,6889
CAYMA,400
"CERRO COLORADO",9000
CHARACATO,35000
"JOSE LUIS BUSTAMANTE Y RIVERO",13800
"MARIANO MELGAR",14575.830000000002
MIRAFLORES,20700
PAUCARPATA,25000
SACHACA,4550.32
SOCABAYA,10557.060000000001
