distrito,suma
"ALTO SELVA ALEGRE",48566.25
AREQUIPA,26585.9
"CERRO COLORADO",22000
CHARACATO,30000
"JOSE LUIS BUSTAMANTE Y RIVERO",40000
PAUCARPATA,12000
