distrito,suma
"ALTO SELVA ALEGRE",140294.74
AREQUIPA,89383.14
CAYMA,40000
"CERRO COLORADO",118000
"JACOBO HUNTER",18000
PAUCARPATA,1007.72
SOCABAYA,104500
