distrito,suma
"ALTO SELVA ALEGRE",45000
AREQUIPA,114211
CAYMA,21000
"CERRO COLORADO",6000
"JOSE LUIS BUSTAMANTE Y RIVERO",1838.48
"MARIANO MELGAR",30000
MIRAFLORES,38000
PAUCARPATA,500
