distrito,suma
"ALTO SELVA ALEGRE",46170.07
AREQUIPA,1000
CAYMA,32000
"CERRO COLORADO",23000
"JOSE LUIS BUSTAMANTE Y RIVERO",5000
PAUCARPATA,4342.61
SACHACA,12002
