distrito,suma
"ALTO SELVA ALEGRE",15647.53
AREQUIPA,123627.55
"CERRO COLORADO",15400
"JOSE LUIS BUSTAMANTE Y RIVERO",11000
"MARIANO MELGAR",1000
PAUCARPATA,4000
