distrito,suma
"ALTO SELVA ALEGRE",2553.68
AREQUIPA,26550
"CERRO COLORADO",65000
"JOSE LUIS BUSTAMANTE Y RIVERO",5174.83
"MARIANO MELGAR",41324
MIRAFLORES,3000
PAUCARPATA,40001
SACHACA,13000
