distrito,suma
"ALTO SELVA ALEGRE",81432.67000000001
AREQUIPA,30000
CAYMA,30000
"CERRO COLORADO",78515.2
"MARIANO MELGAR",64400
MOLLENDO,50000
PAUCARPATA,10000
