distrito,suma
"ALTO SELVA ALEGRE",43800
AREQUIPA,38984.16
"CERRO COLORADO",18000
"JOSE LUIS BUSTAMANTE Y RIVERO",1900
MIRAFLORES,8000
PAUCARPATA,22813
SOCABAYA,1600
YANAHUARA,12800
