distrito,suma
"ALTO SELVA ALEGRE",119500
AREQUIPA,38769.29
CAYMA,1000
"CERRO COLORADO",54003.17
"JOSE LUIS BUSTAMANTE Y RIVERO",86937.34
"MARIANO MELGAR",3319.26
YANAHUARA,24000
